MARKER_NAMES,Gimbal1 - 1,Gimbal1 - 2,Gimbal1 - 3,Gimbal1 - 4,M2 - 1,M2 - 2,M2 - 3,M2 - 4,M2 - 5,M2 - 6,M2 - 7,M2 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Time,Gimbal1 - 1 X,Gimbal1 - 1 Y,Gimbal1 - 1 Z,Gimbal1 - 2 X,Gimbal1 - 2 Y,Gimbal1 - 2 Z,Gimbal1 - 3 X,Gimbal1 - 3 Y,Gimbal1 - 3 Z,Gimbal1 - 4 X,Gimbal1 - 4 Y,Gimbal1 - 4 Z,M2 - 1 X,M2 - 1 Y,M2 - 1 Z,M2 - 2 X,M2 - 2 Y,M2 - 2 Z,M2 - 3 X,M2 - 3 Y,M2 - 3 Z,M2 - 4 X,M2 - 4 Y,M2 - 4 Z,M2 - 5 X,M2 - 5 Y,M2 - 5 Z,M2 - 6 X,M2 - 6 Y,M2 - 6 Z,M2 - 7 X,M2 - 7 Y,M2 - 7 Z,M2 - 8 X,M2 - 8 Y,M2 - 8 Z
3948,32.89167,408.915,250.467,254.534,401.492,264.448,333.315,403.608,257.674,294.094,370.642,266.203,331.489,383.472,162.028,135.525,385.808,244.075,137.677,349.282,257.407,138.006,321.984,233.013,217.594,405.174,115.434,136.484,279.248,187.939,137.363,411.334,98.269,92.369,254.475,304.905,137.244
3949,32.9,407.848,251.834,255.738,400.71,265.842,334.577,402.696,259.059,295.329,369.804,267.557,332.933,382.233,163.445,136.854,384.552,245.479,139.016,347.915,258.716,139.419,320.908,234.391,218.943,403.943,116.816,137.721,278.042,189.271,138.839,409.969,99.644,93.535,253.448,306.373,139.308
3950,32.90833,406.764,253.22,257.044,399.936,267.394,335.907,401.719,260.503,296.647,368.981,269.028,334.26,380.971,164.735,138.394,383.329,246.737,140.435,346.806,260.106,141.031,319.662,235.679,220.515,402.63,118.097,139.234,276.725,190.62,140.383,408.913,101.066,95.118,251.947,307.492,140.814
3951,32.91667,405.68,254.516,258.395,399.031,269.04,337.266,400.727,261.987,297.942,368.111,270.715,335.558,379.762,166.13,139.649,382.128,248.12,141.757,345.603,261.477,142.396,318.555,237.149,221.998,400.743,119.33,141.062,275.532,191.984,141.928,407.415,102.311,96.293,250.697,308.832,142.144
3952,32.925,404.539,255.878,259.734,397.945,270.43,338.52,399.666,263.362,299.253,367.054,272.108,336.994,378.541,167.453,141.152,380.886,249.423,143.213,344.344,262.818,143.806,317.355,238.433,223.617,399.679,120.364,142.306,274.346,193.312,143.398,406.362,103.842,97.65,249.684,310.359,143.281
3953,32.93333,403.464,257.279,261.229,396.809,271.65,339.965,398.543,264.672,300.763,365.984,273.336,338.34,377.346,168.792,142.604,379.745,250.785,144.623,343.196,264.097,145.297,316.212,239.716,224.937,398.152,121.322,143.98,273.15,194.691,144.756,405.23,104.83,98.64,248.563,311.668,145.579
3954,32.94167,402.244,258.543,262.686,395.589,272.818,341.422,397.377,265.908,302.251,364.691,274.48,339.856,376.199,170.13,143.922,378.582,252.108,146.205,342.022,265.458,146.735,315.081,241.024,226.372,396.716,122.477,145.282,271.997,196.045,146.184,404.102,106.182,99.769,247.153,312.881,146.583
3955,32.95,401.031,259.736,264.205,394.306,273.989,343.015,396.081,267.045,303.681,363.414,275.656,341.442,375.032,171.424,145.319,377.423,253.468,147.645,340.862,266.756,148.246,313.89,242.224,227.756,396.566,124.557,145.677,270.809,197.259,147.45,403.173,107.662,100.981,246.044,314.153,148.158
3956,32.95833,399.749,260.896,265.682,392.909,275.052,344.558,394.737,268.123,305.233,362.047,276.643,342.783,373.871,172.713,146.671,376.319,254.743,149.082,339.779,268.091,149.592,312.759,243.488,229.057,395.42,125.853,146.977,269.72,198.634,148.879,401.949,108.899,102.485,245.072,315.597,149.359
3957,32.96667,398.498,261.957,267.195,391.51,276.036,346.072,393.43,269.177,306.869,360.624,277.67,344.258,372.825,174.064,148.001,375.139,256.083,150.537,338.553,269.37,151.049,311.575,244.629,230.465,394.279,127.233,148.215,268.611,199.941,150.141,400.866,110.314,103.59,244.027,317.022,151.103
3958,32.975,397.29,262.997,268.814,390.156,276.927,347.663,392.147,270.161,308.325,359.223,278.607,345.879,371.635,175.325,149.59,374.241,257.293,152.006,337.506,270.685,152.579,310.311,245.797,231.777,392.182,127.664,150.794,267.455,201.242,151.511,399.844,111.6,105.412,242.697,318.067,152.624
3959,32.98333,396.083,264.134,270.394,388.88,277.788,349.24,390.869,271.179,309.942,357.985,279.464,347.455,370.655,176.645,150.887,373.248,258.583,153.516,336.432,271.947,153.986,309.158,247.189,233.381,391.705,129.522,151.866,266.449,202.527,152.868,398.211,113.012,107.153,241.634,319.435,153.771
3960,32.99167,394.894,265.342,271.955,387.631,278.718,350.877,389.654,272.148,311.547,356.755,280.489,348.908,369.496,177.841,152.323,372.099,259.766,155.035,335.317,273.204,155.607,307.954,248.364,234.841,390.566,131.004,153.44,265.292,203.766,154.221,396.343,113.603,110.048,240.551,320.669,155.356
3961,33,393.764,266.547,273.505,386.351,279.823,352.355,388.544,273.374,313.043,355.483,281.53,350.445,368.458,179.062,153.661,370.869,261.107,156.484,334.349,274.436,156.948,306.776,249.577,236.304,390.087,132.481,154.245,264.255,205.09,155.704,396.307,115.711,109.973,239.593,321.845,156.796
3962,33.00833,392.649,267.654,275.145,385.032,281.114,353.91,387.292,274.579,314.602,354.155,282.847,352.034,367.435,180.39,155.031,370.068,262.406,158.173,333.282,275.758,158.545,305.81,250.687,237.69,388.994,133.721,155.589,263.182,206.307,157.109,395.47,116.825,110.607,238.306,322.972,157.896
3963,33.01667,391.552,268.755,276.758,383.635,282.356,355.531,385.997,275.75,316.328,352.715,284.063,353.405,366.349,181.585,156.471,369.051,263.669,159.627,332.251,276.943,160.02,304.747,251.801,239.106,387.951,135,156.854,262.097,207.585,158.471,394.514,118.096,112.038,237.602,324.54,160.234
3964,33.025,390.498,269.847,278.422,382.284,283.363,357.176,384.843,276.813,317.855,351.351,285.061,354.903,365.381,182.81,157.808,368.036,264.851,161.076,331.283,278.222,161.569,303.791,252.85,240.591,387.073,136.288,157.99,261.122,208.864,159.95,392.358,118.553,114.66,236.442,325.718,161.521
3965,33.03333,389.39,270.886,279.978,381.103,284.12,358.753,383.711,277.734,319.399,350.202,285.787,356.582,364.379,184.014,159.25,366.756,266.031,162.519,330.221,279.382,163.062,302.737,253.951,242.03,385.956,137.39,159.427,260.094,210.003,161.304,392.291,120.678,114.492,235.438,326.845,163.173
3966,33.04167,388.431,271.899,281.481,380.117,284.837,360.282,382.694,278.532,320.983,349.228,286.531,358.092,363.366,185.22,160.527,366.01,267.24,164.036,329.322,280.619,164.65,301.843,255.128,243.511,384.951,138.619,160.709,259.123,211.245,162.767,391.442,121.653,115.663,234.334,327.76,165.074
3967,33.05,387.516,272.863,282.972,379.257,285.636,361.782,381.78,279.473,322.445,348.384,287.419,359.536,362.403,186.44,161.895,365.016,268.447,165.61,328.22,281.795,166.04,300.87,256.202,244.916,383.968,139.789,161.988,258.115,212.409,164.101,390.376,122.975,117.047,233.004,328.8,165.443
3968,33.05833,386.608,273.768,284.349,378.522,286.556,363.229,381.013,280.389,323.835,347.59,288.347,361.11,361.321,187.589,163.284,363.997,269.58,166.959,327.269,282.914,167.516,299.926,257.066,246.369,382.944,140.961,163.308,257.142,213.557,165.568,389.716,124.434,118.159,232.542,330.413,168.095
3969,33.06667,385.752,274.71,285.742,377.85,287.469,364.583,380.185,281.24,325.28,346.948,289.244,362.512,360.461,188.784,164.64,362.878,270.707,168.375,326.393,284.098,168.974,298.941,258.256,247.846,382.007,142.093,164.638,256.2,214.798,166.963,388.128,125.339,119.753,231.561,331.649,169.287
3970,33.075,384.856,275.605,287.12,377.116,288.319,366.049,379.416,282.219,326.643,346.225,290.207,364.048,359.428,189.835,166.07,362.159,271.795,169.947,325.3,285.13,170.462,297.911,259.297,249.458,380.94,143.123,165.91,255.216,215.845,168.365,387.235,126.88,121.61,230.678,332.789,171.079
3971,33.08333,383.974,276.643,288.599,376.3,289.291,367.451,378.505,283.183,328.139,345.406,291.147,365.544,358.527,190.969,167.331,361.337,272.889,171.456,324.581,286.299,171.968,297.065,260.41,250.782,380.171,144.389,167.206,254.28,217.028,169.764,385.244,126.767,123.849,229.68,333.53,172.948
3972,33.09167,383.011,277.575,290.039,375.297,290.15,368.982,377.572,284.125,329.625,344.441,292.148,366.982,357.569,191.973,168.765,360.41,273.972,172.887,323.524,287.284,173.395,296.156,261.364,252.224,379.166,145.635,168.918,253.339,218.101,171.207,385.623,128.98,123.27,228.471,334.623,173.22
3973,33.1,382.112,278.622,291.579,374.205,290.959,370.45,376.603,285.049,331.109,343.366,292.916,368.503,356.62,193.054,170.101,359.445,274.954,174.342,322.742,288.408,174.907,295.249,262.353,253.72,378.249,147.111,169.74,252.425,219.15,172.565,384.211,130.073,125.614,228.053,336.064,175.693
3974,33.10833,381.142,279.543,293.063,373.091,291.837,371.971,375.567,285.861,332.719,342.234,293.744,369.918,355.72,194.08,171.492,358.616,276.066,175.74,321.831,289.493,176.304,294.331,263.299,255.165,377.038,147.121,170.914,251.569,220.229,174.016,383.314,130.819,126.438,227.186,337.208,176.906
3975,33.11667,380.203,280.424,294.594,372.088,292.689,373.429,374.611,286.74,334.143,341.231,294.641,371.32,354.821,195.144,172.918,357.72,277.07,177.287,320.949,290.447,177.904,293.546,264.232,256.519,375.272,147.489,173.371,250.598,221.163,175.354,382.299,132.145,128.259,226.275,338.132,178.339
3976,33.125,379.312,281.343,295.99,371.07,293.543,374.933,373.644,287.669,335.561,340.225,295.443,372.786,353.943,196.028,174.322,356.913,277.99,178.532,320.14,291.42,179.165,292.474,265.124,257.806,375.089,149.034,174.355,249.793,222.263,176.779,381.394,133.047,129.623,225.431,339.23,179.601
3977,33.13333,378.423,282.222,297.396,370.227,294.387,376.284,372.778,288.565,337.002,339.38,296.361,374.172,353.083,196.999,175.647,356.008,278.927,180.095,319.177,292.309,180.518,291.555,266.249,259.446,374.411,150.207,175.42,248.884,223.173,178.093,380.429,133.937,131.067,224.825,340.365,181.396
3978,33.14167,377.594,283.117,298.749,369.47,295.257,377.694,372.022,289.483,338.263,338.605,297.32,375.582,352.11,197.872,177.082,355.176,279.903,181.399,318.381,293.306,181.912,290.74,267.104,260.512,373.576,151.138,176.84,247.965,224.131,179.443,379.689,134.867,132.647,223.759,341.068,182.641
3979,33.15,376.769,284.004,300.024,368.712,296.199,378.963,371.218,290.326,339.697,337.846,298.254,376.898,351.337,198.805,178.378,354.366,280.814,182.807,317.481,294.184,183.217,289.811,268.043,261.998,372.675,152.032,178.24,247.128,225.089,180.859,379.14,135.674,133.01,222.958,342.057,183.789
3980,33.15833,375.92,284.927,301.345,367.959,297.194,380.296,370.446,291.385,340.944,337.081,299.296,378.167,350.424,199.621,179.823,353.481,281.663,184.183,316.65,295.091,184.659,289.073,269.055,263.357,371.783,152.865,179.642,246.259,225.95,182.176,378.321,136.575,134.518,221.916,342.605,185.416
3981,33.16667,375.112,285.926,302.657,367.106,298.356,381.591,369.521,292.404,342.299,336.265,300.35,379.529,349.529,200.482,181.258,352.665,282.503,185.48,315.869,295.887,185.929,288.143,269.929,264.716,370.904,153.729,181.172,245.423,226.835,183.502,377.514,137.424,135.845,220.738,343.349,185.843
3982,33.175,374.286,286.844,303.929,366.246,299.429,382.906,368.72,293.48,343.545,335.386,301.411,380.725,348.732,201.315,182.534,351.815,283.384,186.771,315.054,296.836,187.233,287.351,270.94,266.248,370.078,154.557,182.506,244.588,227.726,184.962,376.422,138.112,137.29,220.486,344.777,187.657
3983,33.18333,373.506,287.778,305.276,365.441,300.581,384.19,367.904,294.422,344.93,334.559,302.59,381.973,347.816,202.04,183.947,351.04,284.09,188.053,314.238,297.554,188.642,286.497,271.684,267.436,369.155,155.36,183.838,243.742,228.477,186.272,375.653,139.109,138.663,219.678,345.506,189.043
3984,33.19167,372.728,288.693,306.528,364.677,301.848,385.394,367.198,295.564,346.067,333.821,303.752,383.247,347.028,202.858,185.188,350.176,284.84,189.319,313.42,298.375,189.72,285.713,272.555,268.724,368.359,156.102,185.219,242.903,229.345,187.71,374.846,139.577,139.786,218.808,346.323,190.266
3985,33.2,371.981,289.639,307.879,364.018,303.21,386.613,366.472,296.602,347.311,333.14,305.138,384.327,346.164,203.573,186.592,349.337,285.64,190.635,312.512,299.075,191.122,285.1,273.552,270.146,367.499,156.832,186.481,242.093,230.004,189.009,374.077,140.467,141.269,218.016,346.913,191.463
3986,33.20833,371.226,290.495,309.092,363.447,304.61,387.772,365.739,297.757,348.53,332.511,306.437,385.578,345.372,204.301,187.882,348.599,286.322,191.945,311.815,299.804,192.411,284.229,274.087,271.239,366.709,157.566,187.913,241.225,230.784,190.377,373.079,141.059,142.697,217.489,347.866,193.323
3987,33.21667,370.519,291.331,310.342,362.805,306.104,388.973,365.12,298.994,349.673,331.922,308.028,386.975,344.575,205.04,189.278,347.838,287.099,193.253,310.935,300.536,193.734,283.519,274.812,272.764,365.889,158.301,189.208,240.492,231.471,191.861,372.153,141.733,144.108,216.437,348.629,194.137
3988,33.225,369.797,292.083,311.676,362.142,307.642,390.057,364.429,300.096,350.947,331.299,309.725,387.969,343.739,205.694,190.766,346.98,287.753,194.688,310.228,301.224,195.167,282.83,275.48,273.929,365.087,158.971,190.694,239.585,232.223,193.14,371.449,142.47,145.707,215.706,349.236,195.745
3989,33.23333,369.117,292.898,312.919,361.556,309.367,391.215,363.779,301.349,352.128,330.689,311.372,388.991,343.027,206.344,191.927,346.305,288.391,195.912,309.514,301.89,196.483,282.046,276.216,275.486,364.404,159.748,192.232,238.945,232.894,194.576,370.601,143.015,146.801,215.018,349.951,197.006
3990,33.24167,368.391,293.771,314.191,360.97,310.866,392.343,363.1,302.527,353.287,330.023,312.715,390.218,342.177,206.937,193.433,345.462,289.003,197.339,308.702,302.533,197.964,281.147,277.024,276.862,363.601,160.543,193.753,238.107,233.512,195.839,369.922,143.823,148.127,214.322,350.756,197.971
3991,33.25,367.65,294.671,315.447,360.284,311.763,393.515,362.363,303.452,354.587,329.366,313.579,391.487,341.429,207.547,194.725,344.77,289.555,198.663,307.996,303.111,199.211,280.511,277.508,278.049,362.817,161.34,194.943,237.375,234.179,197.265,369.116,144.323,149.498,213.665,351.232,200.02
3992,33.25833,366.861,295.299,316.805,359.584,312.245,394.931,361.671,304.017,355.976,328.672,314.053,393.018,340.663,208.139,196.138,343.996,290.202,200.028,307.154,303.671,200.517,279.856,278.137,279.408,362.212,162.165,195.64,236.604,234.786,198.659,368.243,144.792,151.096,212.696,351.836,200.906
3993,33.26667,366.147,295.753,318.306,358.701,312.267,396.476,360.867,304.305,357.463,327.855,314.182,394.566,339.938,208.734,197.613,343.214,290.749,201.513,306.497,304.274,201.949,279.006,278.762,280.862,361.016,161.737,197.389,235.84,235.354,200.084,367.754,145.477,152.361,211.99,352.362,202.515
3994,33.275,365.392,296.082,319.864,357.834,312.226,398.058,360.051,304.377,358.918,326.977,314.265,396.07,339.212,209.364,199.047,342.621,291.369,202.895,305.775,304.785,203.36,278.943,279.479,282.414,359.822,161.954,199.555,235.129,235.927,201.557,366.452,146.1,154.566,211.248,352.852,203.977
3995,33.28333,364.628,296.387,321.328,356.915,312.257,399.679,359.161,304.512,360.499,326.023,314.254,397.503,338.461,209.778,200.371,341.765,291.892,204.31,305.033,305.402,204.796,277.276,279.938,283.872,359.049,162.754,201.061,234.429,236.409,202.954,365.727,146.721,155.914,210.513,353.559,204.889
3996,33.29167,363.913,296.754,322.797,356.142,312.432,401.196,358.445,304.731,362.062,325.262,314.409,398.892,337.714,210.302,201.742,341.166,292.333,205.653,304.378,305.901,206.205,277.601,280.487,285.318,359.029,163.48,201.817,233.682,236.974,204.308,365.044,147.224,157.413,210.195,354.178,207.378
3997,33.3,363.244,297.18,324.182,355.45,312.634,402.657,357.789,305.172,363.516,324.577,314.627,400.472,337.015,210.722,203.073,340.446,292.841,207.092,303.631,306.36,207.605,276.368,280.817,286.692,358.269,164.003,203.078,233.007,237.469,205.829,364.596,147.52,157.749,209.164,354.543,208.147
3998,33.30833,362.654,297.642,325.573,354.957,312.89,403.961,357.238,305.526,364.898,324.031,314.908,401.992,336.213,211.101,204.571,339.731,293.205,208.531,302.941,306.77,209.116,275.419,281.208,288.159,357.481,164.394,204.487,232.234,237.856,207.176,363.971,148.082,159.162,208.543,354.948,209.786
3999,33.31667,362.068,298.081,326.936,354.521,313.122,405.361,356.66,305.765,366.168,323.635,315.134,403.385,335.572,211.65,205.867,339.044,293.686,209.944,302.283,307.212,210.344,274.942,281.546,289.413,356.834,164.803,205.865,231.566,238.382,208.673,363.155,148.456,160.468,207.778,355.136,211.351
4000,33.325,361.456,298.328,328.186,354.077,313.318,406.843,356.166,305.996,367.517,323.152,315.309,404.679,334.926,212.087,207.342,338.398,294.104,211.28,301.59,307.621,211.865,274.011,282.091,291.067,356.167,165.235,207.152,230.908,238.74,209.923,362.443,148.821,161.976,207.331,355.898,212.482
4001,33.33333,360.863,298.635,329.554,353.536,313.466,408.138,355.622,306.295,368.901,322.576,315.519,406.171,334.217,212.399,208.739,337.7,294.464,212.692,300.958,307.988,213.26,274.428,282.214,292.061,355.536,165.625,208.597,230.249,239.116,211.472,361.982,149.349,163.311,206.534,356.209,214.245
4002,33.34167,360.273,298.925,330.923,352.911,313.701,409.414,355.067,306.612,370.409,322.042,315.909,407.56,333.669,212.826,209.998,337.071,294.853,213.969,300.348,308.428,214.666,273.289,282.839,293.67,354.884,165.991,209.967,229.628,239.53,212.919,360.821,149.613,164.705,205.872,356.615,215.31
4003,33.35,359.709,299.373,332.355,352.346,314.026,410.881,354.475,306.861,371.753,321.499,316.213,408.917,332.976,213.088,211.451,336.429,295.217,215.416,299.644,308.739,216.032,273.152,283.239,295.103,354.261,166.334,211.354,228.953,239.839,214.366,360.543,150.088,165.996,205.152,356.792,217.005
4004,33.35833,359.142,299.75,333.688,351.776,314.477,412.31,353.902,307.322,373.061,320.87,316.494,410.36,332.376,213.451,212.795,335.835,295.503,216.836,299.142,309.047,217.414,272.296,283.311,296.264,353.67,166.67,212.741,228.347,240.145,215.737,359.732,150.146,167.49,204.158,356.749,217.734
4005,33.36667,358.569,300.146,335.045,351.259,314.895,413.675,353.342,307.715,374.414,320.326,316.814,411.728,331.796,213.755,214.189,335.232,295.807,218.166,298.495,309.375,218.853,271.301,283.662,297.762,353.06,166.969,214.055,227.763,240.423,217.224,359.35,150.472,168.597,204.046,357.56,219.679
4006,33.375,358.016,300.468,336.407,350.761,315.171,414.977,352.754,308.047,375.838,319.825,317.175,413.093,331.17,213.935,215.66,334.632,296.1,219.569,297.848,309.542,220.295,270.913,284.066,299.279,352.438,167.16,215.559,227.132,240.634,218.545,358.928,150.845,170.041,203.425,357.731,221.213
4007,33.38333,357.413,300.688,337.806,350.177,315.356,416.388,352.232,308.24,377.123,319.249,317.319,414.56,330.66,214.251,216.97,334.059,296.299,221.091,297.386,309.896,221.66,270.19,284.143,300.533,351.862,167.444,217.003,226.593,240.934,220.132,357.984,150.898,171.738,202.808,357.893,222.639
4008,33.39167,356.857,300.815,339.254,349.577,315.38,417.853,351.679,308.315,378.579,318.695,317.495,416.058,330.068,214.466,218.421,333.462,296.577,222.336,296.679,310.064,222.984,269.704,284.321,301.868,351.298,167.641,218.29,226.022,241.121,221.313,357.709,151.347,172.846,201.861,357.893,223.15
4009,33.4,356.255,300.873,340.633,348.971,315.416,419.281,351.007,308.33,380.085,318.015,317.417,417.382,329.474,214.593,219.877,332.902,296.746,223.764,296.148,310.125,224.377,269.529,284.579,303.25,350.779,167.84,219.788,225.447,241.303,222.841,357.154,151.428,174.47,201.777,358.393,225.607
4010,33.40833,355.711,301.003,342.044,348.341,315.475,420.665,350.429,308.464,381.501,317.376,317.502,418.766,329.007,214.823,221.06,332.416,296.887,225.163,295.68,310.459,225.73,268.706,284.9,304.984,350.197,168.04,221.118,224.959,241.524,224.194,356.256,151.523,175.865,201.148,358.549,226.508
4011,33.41667,355.167,301.208,343.433,347.697,315.514,422.059,349.874,308.58,382.781,316.81,317.659,420.087,328.382,214.967,222.621,331.827,297.066,226.432,295.056,310.518,227.098,268.64,285.076,306.143,349.681,168.138,222.594,224.373,241.565,225.543,355.982,151.833,177.386,200.61,358.69,227.939
4012,33.425,354.644,301.481,344.776,347.154,315.892,423.351,349.328,308.929,384.141,316.213,317.9,421.444,327.93,215.033,223.973,331.356,297.222,227.767,294.617,310.647,228.54,267.937,285.117,307.335,349.188,168.293,223.943,223.899,241.677,226.918,355.454,151.725,178.611,200.168,358.953,229.041
4013,33.43333,354.157,301.74,346.021,346.701,316.404,424.616,348.877,309.28,385.43,315.803,318.389,422.703,327.412,215.134,225.249,330.765,297.242,229.204,294.08,310.77,229.687,267.017,285.278,308.801,348.626,168.361,225.294,223.366,241.806,228.35,354.844,151.922,179.998,199.852,359.051,230.848
